14;1
1;3
6;6
7;7
8;8
9;9
10;10
12;12
15;15
16;16
18;18
19;19
20;20
21;21
22;22
23;23
25;25
27;27
28;28
30;30
32;32
33;33
34;34
36;36
37;37
38;38
40;40
41;41
42;42
44;44
45;45
60;60
66;66
78;78
107;107
29;149
167;167
182;182
183;183
253;253
256;256
250;274
279;279
312;312
6404;320
2139;340
128;362
C0005534;386
435;435
516;516
2049;523
533;533
553;553
555;555
610;610
1013;615
2357;677
83;690
702;702
803;803
6397;892
973;973
1012;1012
1014;1014
1015;1015
1016;1016
1017;1017
1019;1019
1020;1020
1021;1021
1022;1022
1023;1023
1025;1025
1026;1026
1027;1027
1029;1029
1033;1033
1034;1034
1035;1035
1045;1045
1047;1047
1050;1050
1052;1052
1054;1054
1058;1058
1059;1059
1060;1060
1065;1065
1066;1066
1067;1067
1070;1070
1072;1072
1073;1073
1074;1074
1081;1081
1083;1083
1087;1087
1089;1089
1090;1090
1091;1091
1092;1092
1094;1094
1095;1095
1096;1096
1098;1098
1099;1099
1100;1100
1101;1101
6320;1161
6529;1180
6376;1234
6434;1342
2001;2001
2003;2003
2005;2005
2007;2007
2008;2008
2010;2010
2011;2011
2013;2013
2014;2014
2016;2016
2018;2018
2019;2019
2021;2021
2022;2022
2024;2024
2025;2025
2026;2026
2027;2027
2029;2029
2030;2030
2031;2031
2032;2032
2033;2033
2034;2034
2035;2035
2036;2036
2037;2037
2006;2039
2040;2040
2042;2042
2043;2043
2045;2045
2046;2046
2047;2047
2048;2048
2050;2050
2051;2051
2052;2052
2053;2053
2054;2054
2055;2055
2057;2057
2058;2058
2059;2059
2060;2060
2061;2061
2064;2064
2065;2065
2067;2067
2069;2069
2071;2071
2072;2072
2074;2074
2075;2075
2076;2076
2077;2077
2078;2078
2079;2079
2081;2081
2082;2082
2083;2083
2084;2084
2085;2085
2086;2086
2087;2087
2088;2088
2089;2089
2090;2090
2091;2091
2092;2092
2095;2095
2096;2096
2062;2097
2099;2099
2100;2100
2101;2101
2102;2102
2103;2103
2104;2104
2105;2105
2106;2106
2107;2107
2108;2108
2109;2109
2110;2110
2113;2113
2114;2114
2115;2115
2116;2116
2118;2118
2119;2119
2120;2120
2121;2121
2122;2122
2123;2123
2125;2125
2126;2126
2127;2127
2128;2128
2129;2129
2130;2130
2131;2131
2132;2132
2133;2133
2134;2134
2135;2135
2136;2136
2137;2137
2141;2141
2142;2142
2143;2143
2144;2144
2145;2145
2146;2146
2148;2148
2149;2149
2152;2152
2153;2153
2154;2154
2155;2155
2158;2158
2159;2159
2160;2160
2161;2161
2163;2163
2164;2164
2165;2165
2167;2167
2168;2168
2169;2169
2170;2170
2171;2171
2172;2172
2173;2173
2175;2175
2176;2176
2177;2177
2178;2178
2179;2179
2180;2180
2151;2181
2182;2182
2183;2183
2184;2184
2185;2185
2186;2186
2187;2187
2188;2188
2189;2189
2190;2190
2192;2192
2193;2193
2194;2194
2195;2195
2196;2196
2197;2197
2198;2198
2199;2199
2200;2200
2201;2201
2203;2203
2204;2204
2206;2206
2207;2207
2208;2208
2210;2210
2211;2211
2212;2212
2214;2214
2215;2215
2216;2216
2217;2217
2218;2218
2219;2219
2221;2221
2222;2222
2224;2224
2226;2226
2227;2227
2229;2229
2230;2230
2232;2232
2233;2233
2234;2234
2235;2235
2236;2236
2237;2237
2238;2238
2239;2239
2240;2240
2241;2241
2242;2242
2243;2243
2244;2244
2245;2245
2246;2246
2248;2248
2249;2249
2250;2250
2251;2251
2252;2252
2253;2253
2255;2255
2257;2257
2260;2260
2261;2261
2264;2264
2265;2265
2266;2266
2267;2267
2269;2269
2270;2270
2271;2271
2272;2272
2273;2273
2275;2275
2276;2276
2277;2277
2278;2278
2279;2279
2280;2280
2281;2281
2282;2282
2283;2283
2285;2285
2286;2286
2287;2287
2288;2288
2289;2289
2290;2290
2291;2291
2292;2292
2294;2294
2295;2295
2296;2296
2297;2297
2298;2298
2299;2299
2301;2301
2302;2302
2303;2303
2304;2304
2307;2307
2308;2308
2309;2309
2310;2310
2312;2312
2313;2313
2314;2314
2315;2315
2316;2316
2317;2317
2318;2318
2319;2319
2320;2320
2321;2321
2322;2322
2323;2323
2324;2324
2325;2325
2326;2326
2327;2327
2328;2328
2329;2329
2333;2333
2334;2334
2335;2335
2336;2336
2338;2338
2340;2340
2341;2341
2254;2343
2344;2344
2345;2345
2347;2347
2348;2348
2349;2349
2350;2350
2352;2352
2353;2353
2354;2354
2306;2356
2358;2358
2359;2359
2360;2360
2362;2362
2363;2363
2364;2364
2365;2365
2366;2366
2367;2367
2368;2368
2369;2369
2370;2370
2371;2371
2372;2372
2373;2373
2374;2374
2375;2375
2376;2376
2377;2377
2378;2378
2379;2379
2380;2380
2381;2381
2382;2382
2384;2384
2385;2385
2388;2388
2389;2389
2390;2390
2391;2391
2393;2393
2394;2394
2395;2395
2396;2396
2397;2397
2399;2399
2400;2400
2402;2402
2403;2403
2404;2404
2405;2405
2406;2406
2407;2407
2408;2408
2409;2409
2410;2410
2412;2412
2413;2413
2414;2414
2415;2415
2416;2416
2419;2419
2420;2420
2421;2421
2422;2422
2430;2430
2431;2431
2432;2432
2433;2433
2434;2434
2435;2435
2436;2436
2437;2437
2438;2438
2439;2439
2440;2440
2441;2441
2442;2442
2443;2443
2444;2444
2445;2445
2446;2446
2447;2447
2448;2448
2449;2449
2213;2450
2451;2451
2452;2452
2453;2453
2454;2454
2455;2455
2456;2456
2457;2457
2458;2458
2459;2459
2460;2460
2461;2461
2462;2462
2463;2463
2465;2465
2480;2480
3016;3016
3017;3017
3018;3018
3019;3019
3020;3020
3022;3022
3023;3023
2140;3030
3031;3031
3032;3032
3033;3033
3034;3034
3036;3036
3037;3037
3040;3040
3042;3042
3043;3043
3044;3044
3055;3055
3057;3057
3058;3058
3059;3059
3060;3060
3061;3061
3062;3062
3063;3063
3093;3093
3094;3094
3095;3095
3096;3096
3097;3097
3098;3098
3101;3101
3103;3103
3200;3200
