0;5753
1;3
4;4000
5;152
6;6
7;7
8;8
9;9
10;10
11;514
12;12
13;13
15;15
16;16
17;17
18;18
19;19
20;20
21;21
22;22
23;23
24;24
25;25
26;26
27;27
28;28
29;149
30;30
32;32
33;33
34;34
35;6087
36;36
37;37
38;38
39;6024
40;40
41;41
42;42
43;43
44;44
45;45
60;60
66;66
78;78
83;690
101;101
102;102
103;103
104;104
105;105
106;106
107;107
108;108
109;109
110;110
111;111
112;112
113;113
114;114
115;115
116;116
117;117
118;118
119;119
120;120
121;121
122;122
123;123
124;124
125;125
126;126
127;127
128;362
128;5755
129;129
130;130
131;131
132;132
133;133
135;135
136;136
137;137
138;138
139;9995
141;141
142;142
143;143
144;144
145;145
146;146
147;147
148;148
150;150
151;151
153;153
154;154
155;155
156;156
157;157
158;158
159;159
160;160
161;161
162;162
163;163
164;164
165;165
166;1241
167;167
168;168
169;169
170;170
171;171
172;172
173;173
174;174
175;175
176;176
177;177
178;178
179;179
180;180
181;181
182;182
182;5757
183;183
183;5758
184;184
185;185
186;186
187;187
188;188
189;189
190;1151
191;191
192;192
200;200
201;201
202;202
204;5777
205;205
206;206
207;207
208;208
209;209
210;210
211;211
212;212
213;213
215;215
216;949
217;217
219;219
220;220
222;222
223;223
224;224
231;231
232;232
233;233
235;235
236;236
237;237
239;239
240;240
241;241
242;242
243;243
244;244
245;245
246;246
247;247
248;248
250;274
250;5760
251;251
252;252
253;253
253;5761
254;713
255;255
256;256
257;257
258;258
259;259
260;260
261;261
262;262
263;263
264;264
265;265
266;266
267;267
268;268
269;269
270;270
271;271
272;272
273;273
275;275
276;276
277;277
278;278
279;279
279;5763
280;280
282;282
283;283
284;284
285;285
286;286
287;287
288;288
289;289
290;290
292;292
293;293
294;294
295;295
296;296
297;297
298;298
299;299
300;300
301;301
302;302
303;303
304;304
305;305
306;306
307;307
308;308
309;309
310;310
311;311
312;312
312;5764
314;314
316;316
317;409
318;318
319;319
321;321
322;322
323;323
328;328
329;329
330;896
331;331
332;332
333;333
334;334
335;335
336;336
337;337
338;338
339;339
341;341
342;349
343;343
344;344
345;345
346;346
347;347
348;348
350;350
351;351
352;352
355;355
358;358
359;359
360;360
361;361
363;363
364;364
365;365
366;366
367;367
368;368
369;369
370;370
371;371
372;372
377;377
378;378
379;379
380;380
381;381
382;382
384;384
385;385
387;387
388;388
389;389
390;390
391;391
392;392
393;393
394;5765
394;5766
395;395
396;396
397;397
398;398
399;399
400;400
401;401
403;403
404;404
405;405
407;407
408;408
410;410
411;411
412;412
413;413
414;414
416;416
417;417
419;419
421;421
422;422
423;423
424;424
425;425
426;426
427;427
428;428
429;429
430;430
431;431
432;432
433;433
434;434
435;435
435;5767
437;437
444;444
445;445
446;446
447;447
448;448
449;449
450;450
451;451
452;452
454;454
457;457
458;458
459;459
460;460
461;461
462;462
463;463
465;465
466;466
467;467
468;468
470;470
471;471
472;472
473;473
474;474
475;475
476;476
477;477
478;478
479;479
480;480
481;481
482;482
483;483
484;484
486;486
487;487
488;488
489;489
490;490
491;491
492;492
493;493
494;494
496;496
497;497
498;498
499;499
505;505
506;859
507;507
508;508
510;510
511;511
512;512
513;513
515;858
516;516
516;5768
517;517
518;518
519;519
520;520
521;521
522;522
524;524
525;525
527;527
528;528
529;529
530;530
531;531
533;533
533;5769
534;534
535;535
536;536
537;537
538;9905
539;539
540;540
541;541
542;542
543;543
544;544
545;545
547;547
548;548
549;549
550;550
551;551
552;552
553;553
553;5770
554;554
555;555
555;5771
556;556
557;557
559;9882
560;560
561;561
562;562
563;563
564;564
565;565
566;566
567;567
568;568
569;569
570;570
572;572
573;573
574;574
575;575
576;576
577;577
578;578
579;579
580;580
581;581
582;582
583;583
584;584
585;585
586;586
587;587
588;588
589;589
590;590
591;591
592;592
594;594
596;596
597;597
598;598
599;599
600;9896
601;601
602;602
603;603
604;604
